Symbol,total_return,avg_return,volatility,sharpe_ratio
BR,0.5767775408219622,0.0953529571731393,0.271231001487152,0.35155626255966943
BRO,1.3163816947399074,0.1829381138956332,0.26294520963043816,0.6957271218317588
BF.B,0.31834626185642095,0.05683186259692308,0.27036097990791447,0.21020734063132976
CHRW,0.10525055516015283,0.020216042461884243,0.28264225432630036,0.07152519537487677
CDNS,2.82021408571321,0.3074272735495507,0.3621248470688968,0.8489538236271881
CZR,0.31437595499259813,0.056194547401964945,0.7419373476157345,0.07574028667319403
CPT,0.38694163373338775,0.06760755153817044,0.27757156092675694,0.2435680057151464
CPB,0.3746715366305787,0.06571183336558284,0.26944527583366046,0.2438782166889778
COF,-0.0031633497145859414,-0.0006334720082408207,0.4279049230201694,-0.0014804036461411824
CAH,0.0,0.0,0.3337715464105236,0.0
KMX,-0.05975915100251254,-0.012248215281606245,0.41956440356298147,-0.02919269408365728
CCL,-0.8688159659172964,-0.3338436127153903,0.7015238044202502,-0.47588351330612894
CARR,2.5057763282191274,0.2851589375672665,0.4312863790576921,0.661182340583776
CTLT,0.07064693961290805,0.013746238992481175,0.4097044920439479,0.03355159452585805
CAT,0.694805356731295,0.11128119571940465,0.33354885909972665,0.33362787095048363
CBOE,0.07942638979494146,0.01540338368918448,0.29224908496703966,0.052706353865647516
CBRE,0.7562756645469068,0.11922792336148991,0.3714219066585472,0.32100401517538285
CDW,1.6653239939120832,0.2166061339682721,0.3288933388844644,0.6585908206683467
CE,0.04759617237492977,0.00934301195796694,0.3605900606773557,0.025910342454854195
CNC,0.5987914039127588,0.09839452864058829,0.37054270278972834,0.265541671445151
CNP,0.24031544220392723,0.044014258806637896,0.32021429242578286,0.137452511795173
CDAY,1.0554310608036606,0.15499627352110457,0.4822926017455159,0.3213739397207032
CF,1.2268230733606285,0.17364605289892032,0.43647679733527245,0.3978357015975284
CRL,0.969272398478203,0.14514678664244585,0.36906294931044187,0.3932846331869359
SCHW,0.7157418561236724,0.11401333437677996,0.36650366875516627,0.3110837464847965
CHTR,-0.028283219424770283,-0.005721747093561658,0.3159784522581643,-0.018108029369315385
CVX,0.7086479566046484,0.11309060804327342,0.3560556668859046,0.31762058172637503
CMG,3.736268757189262,0.3648573650904776,0.38851346466086106,0.9391112491016671
CB,0.6879323670820753,0.11037840839854507,0.2843132529104717,0.38822815070566713
CHD,0.7236367468550853,0.11503666666418888,0.2429298854616654,0.4735385539147335
CI,0.666352652856505,0.10752460516735729,0.3420297272139515,0.3143721045629958
CINF,0.5398716649501475,0.09017672453621506,0.34489764799775624,0.2614593780494604
CTAS,1.9843487239262196,0.24442839999428823,0.31641801561939686,0.7724857243536307
CSCO,0.3736425581996469,0.06555224281023087,0.29254723375274216,0.2240740476993706
C,-0.30907654333764434,-0.07127745686821063,0.3872517445685032,-0.18405974374016526
CFG,0.08612882748366799,0.0166612438616065,0.435347848672661,0.03827110645522938
CLX,0.07728325961615841,0.01499985975240592,0.26876564658030394,0.05581018237732307
CME,0.27521968991908996,0.04982522078340179,0.2860167132744068,0.17420387855306574
CMS,0.52086668691853,0.08747236506669909,0.2399452673185791,0.3645513247425741
KO,0.5905244120274885,0.09725626154258782,0.21586546433977505,0.45054108974794227
CTSH,-0.15619728348928735,-0.03339689954120906,0.31824360136272994,-0.10494130721938287
CL,0.1596136314153205,0.03006033135167141,0.21570631813748073,0.13935767673023103
CMCSA,-0.08420899733649494,-0.017439560081657257,0.28590681214398334,-0.06099735767357181
CMA,-0.09206113313677924,-0.0191302942032181,0.4374441157531372,-0.043731972872196316
CAG,0.1675879261074276,0.03147313008862729,0.29635017967318167,0.10620250044503503
COP,1.399111863806294,0.191269711106687,0.4474172568663182,0.4274973934763442
ED,0.33881327239812564,0.060093085514774325,0.2432992175726528,0.2469925144614558
STZ,0.08839517341443714,0.01708516877636712,0.2940381453103775,0.058105280042263056
CEG,1.0526190258207775,0.1546800703826281,0.47360920307148635,0.3265985318264197
COO,0.5001130062393981,0.08448811098218623,0.2941874491283679,0.28719141905105566
CPRT,1.793119335808687,0.22805522788301946,0.3169617943944114,0.7195038389997216
GLW,0.09560455133216073,0.018429018964624566,0.3419973136242857,0.053886443637011935
CTVA,1.115756794349496,0.16169775169355427,0.374960303366784,0.4312396545491976
CSGP,1.6038611999837535,0.21094262356246385,0.35147276835636954,0.6001677585120402
COST,1.5752750496832983,0.20827203508204462,0.24275281259831571,0.8579593078769941
CTRA,-0.14982698895711125,-0.03194181163148346,0.40669974038857226,-0.07853905094939419
CCI,0.423846281739926,0.0732295479852525,0.279804860114663,0.2617164975449079
CSX,0.7272997388596346,0.11551018904153731,0.30335617709684576,0.38077414525388403
CMI,0.5395629847518593,0.09013301401651597,0.296270209618725,0.30422570710875596
CVS,0.4342094880966695,0.07478728073098173,0.29031820094299077,0.2576045197581931
DHI,0.8349037680303171,0.12907465461336431,0.4055646522599544,0.3182591330238303
DHR,1.9245397791047305,0.2394000421639284,0.27211477768212383,0.8797759688141165
DRI,0.5830978851706817,0.09622967367373603,0.45065934397193147,0.21353085198590607
DVA,0.029363071774679814,0.005804829917763099,0.3574041538324118,0.01624164088614652
DE,1.895868068402106,0.23696028055359797,0.34226904877564607,0.6923216732603918
DAL,-0.3860244790434185,-0.0929521228218908,0.4750498942814365,-0.1956681265290897
XRAY,-0.5121800902108551,-0.13373273306888322,0.34895178053627535,-0.38324129730291207
DVN,0.655518157028706,0.10608063700752757,0.6062784702417917,0.17497015350919723
DXCM,6.811001523444928,0.5084862104366099,0.4994739575624188,1.018043489030286
FANG,0.13181744863568798,0.025074138751662867,0.612453911141045,0.040940450041290405
DLR,0.018776365044498346,0.003727382483489583,0.30074259692396593,0.01239392929905418
DFS,0.3960538329065149,0.06900671454608265,0.46687688687251055,0.1478049491983659
DISH,-0.7203187301100966,-0.2249447246989128,0.49189024320650787,-0.4573067423182764
DIS,-0.20092761580759955,-0.04386938506990501,0.32671617363851996,-0.13427368648863483
DG,1.7206795629815392,0.2216181564882307,0.268787319651657,0.8245112037853698
DLTR,0.30131566164657336,0.05408717984352651,0.38225892699845887,0.1414935689487366
D,-0.08683302647642106,-0.018003275455033663,0.2627898316153443,-0.0685082651195795
DPZ,0.9191328457065605,0.1392551688682433,0.32725140384980356,0.42552963021712914
DOV,0.7796207223981944,0.12218766543381143,0.29638199537094495,0.41226412988037325
DOW,0.18959912760206651,0.03533316820132382,0.4122064275618771,0.08571716945393795
DTE,0.47018060586753624,0.08012529778641642,0.2656031512653675,0.3016729937302672
DUK,0.4814985330545883,0.08178323127349607,0.24071224485286172,0.33975517665703736
DD,-0.24252620073730888,-0.05403836538298035,0.36043377704114266,-0.14992591933694382
DXC,-0.6617737546814684,-0.19491550836232896,0.5853536775409522,-0.3329875865496589
EMN,-0.02357666537080656,-0.004760441432118623,0.3479096783557577,-0.013682980751259231
ETN,2.736295550163583,0.30163208258111474,0.4369842565507493,0.6902584659730976
EBAY,0.1289242981550674,0.024549543418537656,0.3317425440738313,0.07400179403300775
ECL,0.12570698756065352,0.02396490578164112,0.3025871651619263,0.07920000760381411
EIX,0.18650678013997102,0.03479434061818765,0.31535102355192707,0.11033527091900579
EW,1.0060047124059064,0.14938728844994142,0.338673513214544,0.4410952809153017
EA,0.12051501055242245,0.02301861378121739,0.31649502511583344,0.07272978073760511
ELV,1.2697786314297566,0.178139455511104,0.33918851436070363,0.5251930651214946
LLY,3.709224786681694,0.3632951329233789,0.2995028861723987,1.2129937629858445
EMR,0.5226476860597982,0.08772694106313361,0.3222120499899706,0.27226461910988203
ENPH,100.90769275913578,1.5213979407856768,0.809722694068359,1.8789123139695976
ETR,0.6014758392255363,0.09876313091589517,0.2725771132919941,0.36233097387782764
EOG,0.32665257526070507,0.05816024448382584,0.4847431540724356,0.11998156961105819
EPAM,2.0234316016695986,0.24767085308653347,0.5141274168282719,0.481730491274812
EQT,0.08684395114262938,0.016795085646961416,0.6047732464998481,0.027770880646860154
EFX,0.6991105785151417,0.11184520834281342,0.3239835137370798,0.3452188262689762
EQIX,0.5657071420427568,0.09381054652240883,0.3028020702009671,0.30980814120639133
EQR,0.06289685977172985,0.01227433225296104,0.2924577162243794,0.04196959619127959
ESS,-0.0033255042132502182,-0.00066598733031209,0.29593575358551377,-0.0022504456532983466
EL,1.017443293074967,0.1506951093072928,0.33294430534292435,0.45261356595987
ETSY,4.750360020067908,0.41885824164377694,0.6404790988649708,0.6539764410517991
RE,0.6885949561123095,0.11046556936215102,0.30561037779535954,0.36145882924211464
EVRG,0.3531629414617769,0.06235586308278851,0.2756865705348395,0.2261838977568491
ES,0.5027629779417144,0.08487099337237503,0.2656751517576281,0.319454012958659
EXC,0.8131297164234171,0.12638219064156586,0.28013767313424925,0.45114314411043255
EXPE,-0.25986660215425555,-0.05840964692330419,0.48007633936812244,-0.12166741439535034
EXPD,0.6697038044442603,0.10796970912656256,0.26733779423444637,0.403869978189005
EXR,0.9596355929801579,0.14402381128530717,0.2813671593783899,0.511871433764664
XOM,0.6406998885904324,0.10409344052169178,0.33817908266561264,0.3078056741451928
FFIV,0.08244073408378155,0.015969862737380547,0.3210414393374908,0.049743929538617684
FDS,1.1854482252525318,0.16925195424067052,0.29241347419895425,0.5788103804187688
FAST,0.9265445012354767,0.14013376913451836,0.2970195666651196,0.4717997898519422
FRT,-0.12417224335121271,-0.026168673526760444,0.36399945898370045,-0.07189206709214437
FDX,-0.2917015745782128,-0.06665274343753191,0.3774999160111308,-0.1765635980580367
FITB,0.22635882738757235,0.041654063301808764,0.42377471826272234,0.09829294081669358
FRC,0.47534455238087325,0.08088301274089638,0.3399058375266296,0.23795711579845893
FSLR,1.1267924554463618,0.16290710038302514,0.4738232271024568,0.34381408733219204
FE,0.6183968135259543,0.10107525575951293,0.2966742866048594,0.3406943585041298
FIS,-0.24218557007093,-0.05395330221716599,0.3340438667077771,-0.1615156199361222
FISV,0.5507479088963125,0.09171239411929077,0.3071866140984419,0.2985559588540546
FLT,-0.05256100839764687,-0.010740451579522081,0.3459657744972206,-0.031044838452967745
FMC,0.6086022304774222,0.09973926997829974,0.3365276055625746,0.29637767698600886
F,0.08361651601552347,0.01619048272715995,0.4213055449210184,0.038429313172688384
FTNT,4.511837657319977,0.4068872165937487,0.437604875465946,0.9298050351027506
FTV,0.07871618650824683,0.015269732577604778,0.3002632406346282,0.05085448536867545
FOXA,-0.17301276383396172,-0.03728051609970029,0.3682094123167245,-0.10124813449264172
FOX,-0.24859171340804903,-0.05555820915739207,0.355956513964327,-0.15608145090149964
BEN,-0.2318307395959006,-0.05138194821167341,0.3737670294338628,-0.13747052084690453
FCX,0.999349504596871,0.1486236229738842,0.5356737861396124,0.27745173801569695
GRMN,0.7171374623712756,0.11419450596243097,0.28101513935462513,0.4063642486475577
IT,1.6923509712185747,0.21906351799771095,0.34524296942488414,0.6345198523886914
GEHC,-0.026999982198079427,-0.0054592793757215485,0.28971263320318374,-0.01884377396788493
GEN,-0.25873398760691807,-0.05812164296639477,0.40859879730578197,-0.14224624093276134
GNRC,1.0957736044227933,0.15949498143992002,0.47426010144775427,0.3363027607699578
GD,0.3695766359269774,0.06492069696182012,0.2619325162702018,0.2478527595056196
GE,-0.38914823372427787,-0.09387697368778292,0.4363001508216182,-0.21516603537953993
GIS,0.6603588847373825,0.10672671676510603,0.23903703365262924,0.4464861161229195
GM,-0.11641595198269569,-0.024449909989166962,0.4190571080606915,-0.05834505493133388
GPC,1.0419925495467532,0.15348202352811602,0.3006558097227948,0.5104907956697284
GILD,0.32002379966146954,0.05710068024827741,0.2688193673984398,0.2124128212966281
GL,0.38391216872928663,0.06714075334403447,0.30600641231452147,0.2194096288251157
GPN,0.008994949472245349,0.0017925518798298512,0.36900111248553463,0.004857849527215509
GS,0.45661622328728063,0.07812478099609432,0.3305723020920383,0.23633190228485246
HAL,-0.1342467496378275,-0.028419418601352442,0.5582992985900483,-0.05090355419239106
HIG,0.5193094130111483,0.087249572840016,0.35997981263292156,0.2423735158976431
HAS,-0.2626810530195104,-0.05912684192841278,0.3632784496271436,-0.16275901306311594
HCA,1.785927522214893,0.2274221683100517,0.38856478344254863,0.5852876482916709
PEAK,0.18339258294232494,0.034250569222591176,0.33103501292939397,0.10346509548793993
HSIC,0.42485315550300057,0.07338129205431887,0.2996582753393057,0.24488324899830843
HSY,1.2736768110515981,0.17854385155385488,0.23416693781525147,0.7624639636135097
HES,2.180249318073743,0.26035309915114646,0.5118020036370168,0.5086988665558168
HPE,0.24597460352819112,0.04496522520917834,0.37040664309730004,0.1213942191565033
HLT,0.6109868721497275,0.10006513430489794,0.3457558689610667,0.28940979253823057
HOLX,0.745043140249613,0.11779260874800812,0.3050498627967747,0.38614214629718413
HD,0.843951541065384,0.13018594141037054,0.28723493016222273,0.45323854357422666
HON,0.5852540663689934,0.09652812434522406,0.27224651803418,0.3545614652566655
HRL,0.3740744640513512,0.0656192413719332,0.22498393859249344,0.2916618927664314
HST,-0.11215666298051778,-0.02351119658295686,0.4087993332591749,-0.0575128055995409
HWM,0.4242790541087336,0.0732947808184885,0.46405674045514483,0.15794357549165497
HPQ,0.42193743003294226,0.07294163270239973,0.3870971458877215,0.18843237021322973
HUM,1.0930681834266613,0.15919546978560883,0.33004469909638184,0.4823451799755145
HBAN,0.1359231185352976,0.025816753666108694,0.3873859063582216,0.06664350262199666
HII,0.09807147663447134,0.0188872369503581,0.30771825744411463,0.06137834364211636
IBM,0.1804353399829954,0.03373314295172092,0.2757076540472868,0.12235112974388199
IEX,0.8210661118544144,0.12736654422645133,0.2636840418727895,0.4830271233778245
IDXX,1.585134007771627,0.20919575028168547,0.3420747628804316,0.6115497925662745
ITW,0.4707468937999873,0.0802084940550114,0.2804895196713668,0.2859589696933668
ILMN,-0.0974423155381102,-0.020295746399588865,0.4192376844732817,-0.04841107360157249
INCY,-0.20388541797270296,-0.04457826747832161,0.3528232610314521,-0.12634730303211986
IR,0.8625336450740784,0.13245466550601193,0.37429840589283025,0.3538745114077151
INTC,-0.38504353932634133,-0.09266247244334047,0.3791585165852989,-0.24438979579796485
ICE,0.5427419339109548,0.09058283240559817,0.25388189237154263,0.356791229021702
IP,-0.2590656456440623,-0.058205941300149,0.33372358123616436,-0.1744136302401679
IPG,0.9547277254485937,0.14345019947868431,0.362706365838241,0.39549953623549006
IFF,-0.25505781145881423,-0.057189275265871364,0.31804738874399796,-0.17981369220391252
INTU,1.5228982797496045,0.20331671139101926,0.36840602373501735,0.5518821579781183
ISRG,1.121385748502753,0.16231523245069224,0.3646314108702289,0.44514879303269816
IVZ,-0.3800292581746007,-0.09118761071490245,0.457001311970749,-0.19953468037470107
INVH,0.3736770424765176,0.06555759273614381,0.29161797128853106,0.2248064220681385
IQV,1.0538291399578594,0.1548161857813357,0.3311262854174844,0.46754423493182756
IRM,0.7652823880435718,0.12037352499066634,0.3232600670486707,0.3723736312055601
JBHT,0.5496643674108028,0.09155979079636789,0.30918650941923936,0.29613126060496386
JKHY,0.5709244287111545,0.09453854114795357,0.2597998075264719,0.3638899583800527
J,0.8588869910280305,0.1320108712802741,0.30280639581984603,0.43595800188716516
JNJ,0.4200833336195514,0.0726616800715496,0.20853237404443925,0.34844316334338116
JCI,0.8504787832991173,0.13098494009338002,0.2951557494854032,0.44378244476602285
JPM,0.4004077707496592,0.06967267644205344,0.3209046094140871,0.2171133551782349
JNPR,0.2640703861801007,0.047983033006682385,0.2855876468406348,0.1680150858676956
K,0.2213505008709947,0.04080186789508611,0.23885130721756478,0.17082539078557574
KDP,1.533051686089867,0.20428370580565813,0.2728332507707412,0.748749301005527
KEY,0.018863784278495253,0.0037446074742508717,0.4330939085461667,0.008646179039601307
KEYS,3.058600264087455,0.3233516276100079,0.33614414824963634,0.9619433486906096
KMB,0.3118368249123766,0.055786157390193436,0.23242553362776433,0.24001733595903646
KIM,0.44096724901610407,0.07579822160048355,0.41769089096736045,0.18146965432963352
KMI,0.22310803212760721,0.04110123974703628,0.32719671424352914,0.12561629734596005
KLAC,2.8293722738778833,0.3080535316298003,0.44663528292860427,0.6897205469524973
KHC,-0.37403911125709727,-0.0894381729128585,0.32200743265198845,-0.27775188968858167
KR,0.7199112698282463,0.11455424023808791,0.3169670999598246,0.3614073519068938
LHX,0.569349178887219,0.0943189425986306,0.2956621511062324,0.319009187499084
LH,0.45089335366459604,0.07727628201548997,0.31490024137861644,0.2453992466858029
LRCX,1.3665351981212592,0.18801683147616322,0.4841794136311133,0.3883205815508082
LW,0.7027356363680769,0.11231922904689262,0.3532142866143903,0.3179917497774186
LVS,-0.218898990943359,-0.04820933769289859,0.4527125564999285,-0.10648995041273217
LDOS,0.7550497830797357,0.11907163536739929,0.29158546527570534,0.4083592961494581
LEN,0.4385879784440095,0.0754427232691437,0.43758543514799875,0.1724068426629138
LNC,-0.5503307580717031,-0.14772718404037,0.5558509058030636,-0.26576764110322293
LIN,1.2425051146433324,0.17529445845999225,0.2731386172204261,0.641778377015534
LYV,0.6351698796881197,0.10334816163660032,0.4629951107641651,0.223216529146552
LKQ,0.2916566340586148,0.052517718787641554,0.3962259799567305,0.132544864406359
LMT,0.7097835809849865,0.11323852814681801,0.2695641507419207,0.4200800730926271
L,0.19524256118648942,0.036313629262244795,0.32151690585594267,0.11294469622233584
LOW,1.3394126310684247,0.1852811183167049,0.34010616598379106,0.5447743582676919
LUMN,-0.6662373161354903,-0.1970517501927379,0.458618277487259,-0.4296639708133138
LYB,0.08085162253756073,0.0156713820343497,0.42425536945000314,0.036938559091581544
MTB,-0.04505521494577951,-0.009177974278189005,0.38421257235673173,-0.023887751048571847
MRO,0.6429224563598889,0.10439240974982389,0.6025621221592059,0.17324754728316935
MPC,1.0474846107852342,0.15410182887965007,0.4762027835082575,0.32360547694484004
MKTX,0.40378784568033843,0.07018853878554498,0.3508161072709566,0.20007216695821242
MAR,0.14742835492373293,0.02788638967100976,0.39992612773139397,0.06972885174868933
MMC,1.2152432036377314,0.17242287296834635,0.23874288143861974,0.7222115772807907
MLM,0.5569550457494158,0.09258495176460468,0.3510369289184425,0.2637470423691954
MAS,0.12513758133484795,0.023861296227362327,0.31555667754214184,0.07561651495768366
MA,1.3412395047208336,0.18546618039190355,0.3319297601556852,0.5587512861302772
MTCH,0.3462906484252466,0.06127458936923147,0.5309934005663774,0.11539614108927473
MKC,0.7421247426493255,0.11741848072430905,0.25517243839443293,0.4601534611775327
MCD,0.6841994092961883,0.10988684043814656,0.2401505580999127,0.457574786865284
MCK,1.4651710437465995,0.1977589137187874,0.305138751390643,0.6480950479659452
MDT,0.032089044680087754,0.006336983644841254,0.26275534535166317,0.02411742998552529
MRK,1.3421423547066311,0.18555759633332602,0.23230661884464088,0.7987615559822724
META,-0.3366773368290668,-0.07881900978931022,0.43213546709601824,-0.18239421614471893
MET,0.6926483664394678,0.11099818458108657,0.34801589246588693,0.31894573490481265
MTD,1.308656776130915,0.1821480614611397,0.3096772563429679,0.5881867580853615
MGM,0.043977479216806184,0.008644735285432192,0.5484777959169401,0.015761322244558694
MCHP,0.7292218386417213,0.11575834147365716,0.4398548898155629,0.2631739333901601
MU,0.14449282431566932,0.027359910694012113,0.47897830481518494,0.05712139864992217
MSFT,1.92445682936387,0.23939301137710411,0.3103013456318837,0.7714855728054125
MAA,0.8222042789268925,0.1275074299206127,0.2768268426406729,0.4606035625169487
MRNA,8.656988786738635,0.5738681452012275,0.8018925176008334,0.7156422246190456
MHK,-0.6296376767365829,-0.18016706729630028,0.4784631519291643,-0.3765536939884845
MOH,3.2335897592397838,0.33457121794610356,0.3898501100232068,0.8582047544534164
TAP,-0.31626443748192656,-0.07321790717791887,0.3289144629064603,-0.22260470558493273
MDLZ,0.6964933204554964,0.11150246661550423,0.2203677711957517,0.5059835474601097
MPWR,2.140914093076389,0.2572197986152893,0.4787879157342326,0.5372311834997687
MNST,0.6190400296854137,0.10116276419089876,0.29121159557516746,0.3473857694131093
MCO,0.9819960439621034,0.14662275621406584,0.3238839278987206,0.45270155010567603
MS,0.9491270221416636,0.14279420247859065,0.35659960570895843,0.4004328669817242
MOS,0.7044404721164957,0.11254187812248406,0.5185395633085523,0.217036241949232
MSI,2.0318955870580124,0.24836863387678787,0.2934302354569655,0.8464316347291131
MSCI,2.7955344978761274,0.3057336264974866,0.3574962842038649,0.8552078441272405
NDAQ,1.8865504175595227,0.23616325346939893,0.27039264025407633,0.8734085855572343
NTAP,0.2036040767463088,0.03775952931599447,0.38012856617649904,0.09933357467921047
NFLX,0.46655390730318236,0.079591872177317,0.47711150759472143,0.16682027347981238
NWL,-0.5113111895462283,-0.13342435512856943,0.4459323202428532,-0.29920315050478286
NEM,0.38679202777081634,0.0675845185073034,0.33569563337103,0.2013267727930352
NWSA,0.16335934075781397,0.030724920142351175,0.3408095635461571,0.09015275223692479
NWS,0.15185823614648,0.02867883986407871,0.343095368255691,0.08358853694202562
NEE,1.3735702278353568,0.18872231968092534,0.2705959292068217,0.6974322201893925
NKE,0.9157735833029896,0.1388560574210993,0.33396643311095964,0.4157784844651279
NI,0.23986084833836732,0.043937718266017,0.27210490963679473,0.1614734490629552
NDSN,0.6668715231198553,0.10759356896328565,0.31383679179914004,0.3428328729288918
NSC,0.8130655521855069,0.1263742182965879,0.3130976308008522,0.4036255974640992
NTRS,-0.023213022320583025,-0.004686322341724614,0.33827615035057534,-0.013853540478298289
NOC,0.9165947706588818,0.1389536737463104,0.2885860319570519,0.4814982651932019
