Ticker,Average Return,Volatility,Sharpe Ratio
NTR,0.028132619303838407,0.36515339488239096,-0.046192589012062336
USB,0.028063896816502027,0.36205400231261897,-0.04677783721577074
TRGP,0.016780051064699816,0.5877578589405394,-0.048012882356295396
PYPL,0.025671855818639237,0.39411472554042054,-0.04904192340151081
SYF,0.02366293383636683,0.39691694321463716,-0.053757005157864766
CFG,0.02371230682720078,0.387953203589877,-0.05487180664012098
PFG,0.01977343651276258,0.45147965513481053,-0.055875305122453055
CTLT,0.019911899175236777,0.43416325821120544,-0.05778494690713493
PRU,0.018673352763126278,0.4373632367814687,-0.060194010430803524
WFC,0.020763273658174517,0.37987208420335145,-0.06380233596962914
NTRS,0.02268602083494621,0.34671723919294195,-0.06435785891983425
QCOM,0.017152340746989646,0.43135277856234283,-0.06455889619124261
BBWI,0.0162762801135834,0.4396835729314098,-0.06532816246673256
VRTX,0.009267860467727086,0.5403507373622768,-0.06612767793507496
TRMB,0.010343866428213248,0.5239052746666466,-0.06614961758848095
SNC.TRT,0.021124514569843166,0.3593163049318336,-0.06644698585188413
CCI,0.014212890668635073,0.4553900903810353,-0.06760601511026436
EBAY,0.015228730986288911,0.435604614620067,-0.06834470530041904
WHR,0.018650859791128516,0.38159543971700516,-0.06904993473824597
MAS,0.019155879131621614,0.3735364174815816,-0.0691876873548821
CNP,0.019274813588894744,0.370789857989486,-0.06937942302573635
URI,0.00879194968039966,0.5178431801554937,-0.06992087895939478
MHK,0.016217462210597052,0.39325712818885217,-0.0731901235254427
TMUS,0.012365561304327763,0.4418548809278355,-0.07385782098218385
EXPE,0.01147857956018967,0.45001884053710206,-0.07448892672982796
CBRE,0.005622374945691471,0.5258598476061469,-0.07488235740676132
LUV,0.017782224880850534,0.36092362905713943,-0.07541145252875782
WY,0.017140412499961455,0.3421547995640815,-0.08142392722689479
MTCH,0.0030606508529403267,0.49471263028222756,-0.08477517366624293
BIIB,0.0029320917382475334,0.4943947279930554,-0.08508971855853484
AMAT,0.0067529190218652575,0.4407264464440202,-0.08678190584370293
GEN,0.006729030052615064,0.43767026988558855,-0.08744247114931832
PNC,0.011524687959683727,0.3824064512753187,-0.08753856512795928
NWSA,0.018375519698226074,0.30248013045872213,-0.08802059249775161
EA,0.008332294919027414,0.4160775111886701,-0.08812710154946499
TTWO,-0.00022853134916173164,0.509637341283324,-0.08874650204255287
DFS,0.004149650453727906,0.45299443361899383,-0.09017848016346852
LYV,0.00017067376259545674,0.4845421568284449,-0.09251893897289237
WYNN,-0.0017092136094479925,0.5041036385841743,-0.09265795767837644
NWS,0.01585438394283829,0.30124835085653634,-0.09674946260881521
REGN,-0.01542714979304298,0.6169012265156995,-0.0979527146255482
T,0.018276524123965493,0.2593379392988131,-0.10304499198338779
T,0.018276524123965493,0.2593379392988131,-0.10304499198338779
AMT,-0.00256719657033792,0.4585867496647724,-0.10372562357091566
WBA,0.01441070868359491,0.29023271891164715,-0.10539573701791045
KIM,0.003945842451440682,0.3837072235790685,-0.10699344454770085
LEN,-0.0071981015851616415,0.4802149249435171,-0.10869737460013594
JPM,0.0033503026589132567,0.3802514540153745,-0.10953198706086405
SAP,0.0025156693629232395,0.370163888490457,-0.11477167805408989
MET,-0.0027304403141183075,0.40773940165232997,-0.11706114278064536
LRCX,-0.013684420329147242,0.5006112190063359,-0.11722553970250617
BEN,0.003732201136713823,0.34986145028728005,-0.11795468986194434
PHM,-0.009929536608390665,0.46222778991616403,-0.11883650833359335
STX,-0.010693439387947269,0.4650248690151907,-0.1197644321816431
HES,-0.0064707730759183775,0.42702789048290085,-0.12053257930697006
BMY,0.010614687957099002,0.2794213451655107,-0.12305900260602287
OXY,-0.010798762786722304,0.44585185342712313,-0.12515090462855485
TXN,-0.0032076849875398612,0.38356297479046175,-0.12568388545290493
AXP,-0.002783551946799119,0.3617030495999577,-0.1321071304199607
TSN,-0.0022498715415715733,0.3557949926071586,-0.13280083341066365
NRG,-0.005299789273777491,0.378344905990892,-0.13294691821485333
BSX,-0.00311788310253402,0.3604258820285333,-0.13350285177002005
JCI,-0.01164778002613795,0.4178542464798147,-0.1355682765063737
ADI,-0.011165447429078967,0.4135758812834538,-0.1358044556534105
CMCSA,-0.0022493456665504865,0.3455393620042608,-0.13674084883553111
AMZN,-0.02467976712198847,0.5012846735033039,-0.13900238887221678
CDAY,-0.02256058856613841,0.4802165735106042,-0.14068774859692867
IFF,0.00542291042591686,0.2801271153564411,-0.14128260851765176
EIX,-0.005332419180318684,0.34969302982444617,-0.14393314961292392
RL,-0.012116410076325633,0.3885166044447148,-0.14701150329973398
MCHP,-0.020075489425262768,0.4299951753778763,-0.1513400455437086
RVTY,-0.014109964237653554,0.38157893878130555,-0.15490887528132485
KLAC,-0.025974940316744514,0.45776473106779053,-0.1550467641995639
SU,-0.018234897987873998,0.40074773007919084,-0.15779227988484998
GS,-0.012800528429884144,0.36407197126896607,-0.15876126972483348
RHI,-0.013831123511509237,0.3687454935734082,-0.15954397961963812
PODD,-0.0411759966551085,0.5252802832698088,-0.16405716985734345
CMS,-0.004735881138692821,0.30246952653813086,-0.16443270073497093
CDNS,-0.02661901952233755,0.42736097743932455,-0.16758436849210406
EQT,-0.02165159605491695,0.3935537362676671,-0.1693583109819222
DXCM,-0.04970065810749131,0.5560356471012627,-0.17031400522823828
VZ,0.004265815874352303,0.2388089639334871,-0.17057225765190684
MTB,-0.01085443903543017,0.3258463595582939,-0.17141342045725022
CZR,-0.06634343167375686,0.6399276693835689,-0.17399377617319162
BXP,-0.012115796996184933,0.3253814135258147,-0.17553490956130952
SWK,-0.015296757523360861,0.33075589391206184,-0.18229987320918906
BA,-0.020203937657695858,0.3571450845079202,-0.18256988682214348
STLD,-0.04378536746451254,0.48510426408177587,-0.18302326744657443
ORCL,-0.024729919379846425,0.38090809981901746,-0.18306231716515742
PXD,-0.03885553138503371,0.452898458027165,-0.18515305119454398
IBM,-0.004000777812100281,0.2636735876800576,-0.18583877984607994
HAS,-0.016573853245605074,0.33021510985094743,-0.1864658866561203
OMC,-0.009833767375131685,0.2937943713988682,-0.1866399519978786
CAE,-0.029365251843538342,0.39200487708223775,-0.18970491489047836
VFC,-0.01551452311928185,0.31795800361312776,-0.19032237726876752
PFE,-0.0034157155244395874,0.2533967784984499,-0.1910668154951929
EVRG,-0.008729611714091898,0.28116858381964077,-0.19109393725352136
PEAK,-0.019989849709532107,0.336792526000539,-0.19296701883885659
DLTR,-0.0352101869229836,0.41536823567136893,-0.19310621283627546
AFL,-0.025731306954345144,0.3629773813111255,-0.19486422734897058
DIS,-0.01583760163507072,0.3092018561849403,-0.19675690950148256
TPR,-0.04299335416495468,0.44622407060667285,-0.19719544498198308
HPE,-0.02494877297001175,0.35454148415163717,-0.19729362034287276
CE,-0.03595362947891,0.4084300846465429,-0.19820682295959566
ADBE,-0.04209680502481528,0.4359921929317967,-0.19976689132697395
VMC,-0.02298945839796061,0.3401898093286543,-0.19985742233764744
WAT,-0.030219785787067452,0.37442195118049204,-0.20089576893104583
DHI,-0.04758636017742069,0.4602839722812908,-0.20115051957715988
AXON,-0.08062940619358203,0.6098162305208461,-0.20601190966380403
FANG,-0.0674683821362458,0.5442107128293574,-0.20666330060193314
TROW,-0.03138549848739109,0.3676017518573881,-0.20779416338860382
MFC,-0.02645521873661923,0.3435009675558716,-0.2080204293019838
CI,-0.03432972070981587,0.3796225079260132,-0.208970013772937
ULTA,-0.05663184499136086,0.4833568821668773,-0.21026253838726314
WAB,-0.033359874257970615,0.37137454346112475,-0.21099958421402482
TAP,-0.014660360039062032,0.2825829065106587,-0.21112515535971282
KMX,-0.05580356204220979,0.4719034660805617,-0.21361055658150424
CTRA,-0.04578312394771673,0.41989786954564684,-0.21620286867839836
TGT,-0.027020912221898383,0.3308581171485916,-0.21767914549774545
CPB,-0.006160435070795369,0.23341909553993456,-0.21917844790055993
CVS,-0.02161068895444671,0.3014644285101442,-0.22095704386630566
MOH,-0.05590795840504776,0.4535626423617743,-0.2224785486732409
MKTX,-0.056608799587414,0.4542783505744324,-0.22367079447860602
AVY,-0.022114918923966914,0.29940018245570643,-0.22416458925804417
FDX,-0.027366123720971247,0.3215777956295461,-0.22503457858245968
MRK,-0.016394186871951138,0.27144608308052204,-0.2261745175145486
PNR,-0.029675440110469308,0.32897053876399057,-0.22699734873232166
CNQ,-0.053997010668961266,0.4346287208628214,-0.22777374323637245
CRL,-0.034878154766755244,0.3495416251110749,-0.22852258222857472
BAX,-0.017878896227978763,0.2716852449927947,-0.23144023235286978
TOU.TRT,-0.04124682852517806,0.36842421007470044,-0.2340965283136278
REG,-0.0346019094714868,0.3400165405868328,-0.23411187389325905
BWA,-0.040247033310796786,0.36333385119158074,-0.23462452791344024
NUE,-0.04900917218742011,0.4001488803259519,-0.23493548728873723
FIS,-0.030615886569243824,0.32010936182782307,-0.2362189163649493
AMP,-0.05410262222738618,0.4176991426365396,-0.23725838076143768
MRNA,-0.13691499855383726,0.7625064855180805,-0.23857501806064793
HON,-0.028581394632106027,0.3081975357020506,-0.23874751128198735
DOL,-0.008255995004703245,0.2215853070409204,-0.24034082275531204
SPG,-0.04545307514324859,0.37392965787752364,-0.24189863852113985
FMC,-0.04877374425688089,0.38499750067377764,-0.2435697480964657
MDT,-0.018464594067331676,0.25926490485554876,-0.24478667524511818
ZBRA,-0.05286991042383632,0.39706596199664485,-0.2464827504520856
NDAQ,-0.04977984729355975,0.38259653538886085,-0.2477279288408298
POW.TRT,-0.019283642400141802,0.258992683600765,-0.2482064030010766
RJF,-0.05317205257824568,0.39528083574514405,-0.24836026364187758
EOG,-0.057812118996153475,0.41368206784563905,-0.24852931027824174
EMR,-0.027802124045447626,0.2928825761744049,-0.2485710314228308
NVDA,-0.10606938601290028,0.6067472819391403,-0.24898238609341353
BG,-0.04154984690699325,0.34698711444676966,-0.24943245239808642
IMO,-0.03872135182057739,0.33542378603661976,-0.24959873242691602
CF,-0.074337381902414,0.47522438497833747,-0.25111796800547986
ALL,-0.03346547714923672,0.31201504029519833,-0.2514797910863537
KR,-0.03082552994930342,0.3008547504313829,-0.2520336801748365
CAH,-0.03111797799656677,0.3015612335774919,-0.25241300777809295
BIP-UN.TRT,-0.06896126451050359,0.4507395430135064,-0.2528317434689522
EQR,-0.03938251053943194,0.3295244176119288,-0.25607362013095714
PLD,-0.05417765083335522,0.38641192807119346,-0.256663015886721
NFLX,-0.1070364432954972,0.5915266658924853,-0.2570238199931481
EMN,-0.03976417201853567,0.32851977226430046,-0.25801847917494986
OTEX,-0.06212725913170661,0.41357737951927864,-0.25902591494782884
GIL,-0.06192125169651376,0.4113682303028803,-0.25991616226121855
AMGN,-0.03607716699694379,0.31145281540172337,-0.2603192618193785
J,-0.04835711570455046,0.35760026720638194,-0.2610655647264135
INTU,-0.06275029948314798,0.40929884502200764,-0.26325581123336506
SEDG,-0.12336698849050332,0.6349847640914488,-0.2651512256855592
CSGP,-0.0644416703144197,0.41158094007750334,-0.26590558419398896
L,-0.034134619608299936,0.29579871769662497,-0.26752860940209156
L,-0.034134619608299936,0.29579871769662497,-0.26752860940209156
CINF,-0.03418225178311309,0.2950304488256633,-0.2683867109252263
FE,-0.025718181528288454,0.263108731577972,-0.2687793031579083
LDOS,-0.030205775729923754,0.2783163004892056,-0.27021692799786473
TT,-0.04836466557089328,0.3414674332364652,-0.2734218741915529
ZBH,-0.0325953869267365,0.2831441436875099,-0.27404906178237654
ADSK,-0.07142067561055267,0.4247237528074952,-0.27410917058674605
SNPS,-0.05243084209949459,0.3548767109315356,-0.2745484251241592
COP,-0.04866523319838919,0.340199188065142,-0.275324681787465
MAR,-0.05189331364081554,0.34489007762615276,-0.28093969622937104
AAP,-0.048366634707320576,0.33206808557744844,-0.2811671424098496
GRMN,-0.06238168645720187,0.38098837242588857,-0.2818502984053409
AIZ,-0.04828881340274775,0.3303657939316622,-0.2823803647845122
CTSH,-0.08000301811069661,0.4417875225931862,-0.28294827653112303
XRAY,-0.034810104779171805,0.27923974762768666,-0.2858121218673477
VLO,-0.07566236671090075,0.4214587607824017,-0.2862969712313051
TEL,-0.04786306890701901,0.3236823200258145,-0.2868957096563474
HD,-0.04610355421076059,0.31367923143792564,-0.2904354036865497
ARE,-0.045182287941741964,0.307541127350305,-0.29323651349895635
H,-0.05049737764341508,0.3242803685263754,-0.29449016009628654
MLM,-0.05487188785759532,0.33910174317459996,-0.294518945619729
ISRG,-0.0989724262798964,0.4888333121883733,-0.2945225349626259
APTV,-0.07349941944144933,0.4021507263776322,-0.2946641934700241
DOV,-0.0424302847254524,0.29561473936471916,-0.29575752857703064
PAYX,-0.04393729684012653,0.2971813676194435,-0.2992694244344936
ICE,-0.07515790262598745,0.4005334482671929,-0.29999467746281955
TYL,-0.0905691719751913,0.4507938568672126,-0.3007342933138617
UDR,-0.05290994392896502,0.324714831721841,-0.3015259371116043
TECH,-0.06403592901241634,0.3600765459594935,-0.3028131941275682
CMI,-0.07097226446361425,0.3823487962859623,-0.3033153643744637
CNC,-0.08612831840530762,0.43135619547635734,-0.3039908080154021
FTV,-0.03831856347557297,0.27381554204613584,-0.3042871958726668
CAG,-0.029086305906787843,0.24225273472827197,-0.30582237178824156
TDY,-0.08084475525821341,0.41121726285912263,-0.30602984510727144
MMM,-0.029004001088583063,0.2402583097982239,-0.3080184870639181
ALB,-0.07342214397032701,0.3824003228009883,-0.3096810774188524
DRI,-0.0689216238109967,0.36737424998754564,-0.3100969210957457
IT,-0.07637614591225862,0.3841099107958121,-0.3159932678143799
WMT,-0.030227674112784462,0.23805594607882802,-0.31600838102096446
GL,-0.050335693120466714,0.3004075961378649,-0.3173544688820541
XOM,-0.039745770547612864,0.26698368818148616,-0.31741928177277134
ADM,-0.05324359263012194,0.3090171135524254,-0.31792282149271556
VTR,-0.07871641270630925,0.3880172387990801,-0.3188425676374937
OKE,-0.07380032255036266,0.37187291602058997,-0.31946484251029694
NDSN,-0.07332524830167865,0.3696282200161342,-0.32011962803195537
NSC,-0.059667746043863254,0.3267751454931105,-0.32030510119096556
HOLX,-0.0956020388395513,0.43757580866233525,-0.3213204113576806
MPC,-0.08924376934545972,0.4174819136551384,-0.32155589249394884
EXPD,-0.061234713194410796,0.32902392855063234,-0.3228783804946354
PSX,-0.0667794333944528,0.3442471426675762,-0.3247069315616458
CP,-0.08059773762525792,0.386422423784916,-0.32502704267277727
CAT,-0.060650311094576505,0.32503733409779134,-0.32504054153603895
SYY,-0.043599734477702684,0.27086442276424944,-0.3270999327763937
PPG,-0.048140273479444516,0.2844491051753857,-0.32744090870673004
GILD,-0.0867674753645589,0.4015076756299675,-0.32818170949737163
MSFT,-0.05651723201202049,0.3086175981793922,-0.32894181216785595
META,-0.0913195608657025,0.41252758480138,-0.33044956480022153
UPS,-0.035216697358521676,0.24266906622606493,-0.33056004461563154
IRM,-0.06311818496738066,0.3270703340499956,-0.33056555031632384
VICI,-0.07539983441778057,0.362979714569632,-0.33169852084029816
CVX,-0.04918823584173627,0.2816679546637004,-0.3343945744704719
FNV,-0.08485512767817689,0.3880515532163971,-0.33463370163541933
XEL,-0.05008781414486784,0.2835090999750313,-0.3353959860662047
EL,-0.057428096331309186,0.3034461088716688,-0.3375495461522867
UHS,-0.0687112452558379,0.3366291242496773,-0.337793842137968
PH,-0.06612815436865883,0.3287958069649459,-0.33798531494200773
CPT,-0.05998297038656062,0.30997337376986756,-0.3386838330975575
FRT,-0.06012736194276216,0.3102955303672558,-0.338797538650772
PPL,-0.041730683647630926,0.2543956846536734,-0.3409282817265688
PPL,-0.041730683647630926,0.2543956846536734,-0.3409282817265688
ATVI,-0.09728434217594208,0.4172240279568545,-0.34102624163979317
K,-0.030424483914523036,0.2207327385511656,-0.34170048543587345
K,-0.030424483914523036,0.2207327385511656,-0.34170048543587345
SLF,-0.06195778878502923,0.31257065984298715,-0.3421875515723615
TRV,-0.055170139463066446,0.2918896688503093,-0.3431780914261717
FDS,-0.07090663360273135,0.33750414134263973,-0.3434228485068011
MMC,-0.04966386626642453,0.274958838968882,-0.34428377215084893
AON,-0.06187169657941294,0.3095120344495001,-0.3452909246953695
MPWR,-0.11504363391580236,0.46251365476693046,-0.34603007341794356
EXC,-0.04666642991698297,0.26388643099421055,-0.34737075935137435
CTC-A.TRT,-0.04582502925225033,0.26108297344762704,-0.3478780253376796
WN.TRT,-0.02641240558141482,0.2039145657241552,-0.35020747697846033
LOW,-0.07115184880760499,0.331643392536967,-0.3502311561797752
DVA,-0.08577011476995273,0.36866400919496267,-0.3547135372815762
DUK,-0.0415445719366263,0.2437574201688543,-0.3550438459542098
ROK,-0.07868671455712392,0.3479177778301488,-0.35550558907486174
RTX,-0.05825728714261023,0.2886497813940008,-0.35772515275757727
AVB,-0.06448545651187043,0.3053650133582071,-0.35853962216502844
NXPI,-0.11267379263857484,0.431253840069726,-0.3656171330858916
CSX,-0.07549430116291671,0.32907022569556815,-0.36616591764941164
TFX,-0.05750560605070254,0.27767704861228754,-0.3691540462669933
CL,-0.03575290040167867,0.21873732220587924,-0.3691775120373499
STE,-0.07529975736060503,0.32390685929815527,-0.3714023149163058
QSR,-0.06749966522020284,0.3018538147590277,-0.3726958538192145
CTAS,-0.0694494246131671,0.30616199382769865,-0.37381983041819605
WST,-0.08697273994619001,0.3526981181955068,-0.374180448201414
AOS,-0.07991135921772086,0.33312804829758935,-0.3749650017645325
INVH,-0.06252632945672444,0.2850898626245764,-0.3771664431236603
PCAR,-0.08241450433045075,0.3362578538686984,-0.3789190434201827
KO,-0.03523296095838768,0.2114569631326917,-0.3794292690567043
CRM,-0.11663850756831895,0.42598143087478835,-0.37944965637675987
PKG,-0.07747522515098826,0.32265311700203264,-0.37958791871896497
CHRW,-0.07362333982733647,0.3125044722791452,-0.37958925503432783
HUM,-0.10626640048674339,0.3943768780935945,-0.38355798447911155
AEP,-0.050490517314792455,0.24819453513390288,-0.3847406118884712
ALLE,-0.05800820252375615,0.2652530694465666,-0.3883393422691624
JKHY,-0.08092515491173578,0.3242184735372228,-0.3883959897099405
WELL,-0.07823630564331471,0.3101362054178037,-0.39736188000783546
FM,-0.0170276487796864,0.1557589784457968,-0.3982284000486794
COO,-0.08800855867039649,0.332116554342696,-0.4004875906702049
NKE,-0.07987469722647811,0.3114095044388128,-0.40099834926847605
LYB,-0.10506630819268564,0.3732657174038896,-0.4020361399284559
CLX,-0.052841810664128394,0.24292851071125984,-0.4027596858749169
DE,-0.09070217752343668,0.3365987993518556,-0.4031570456720007
FICO,-0.10847408635338017,0.3805681523472799,-0.40327622110988004
PNW,-0.04849641365066206,0.23177359429128985,-0.4033954512227871
PG,-0.044526846205361494,0.2219105002906428,-0.40343672826705146
EPAM,-0.15128180072030603,0.4863330540026542,-0.4035954354836733
SNA,-0.0741504899724552,0.2945717218637472,-0.40448719659373045
CB,-0.0718682344120089,0.2885828717170184,-0.4049728721481737
IR,-0.10385828644761375,0.3664450495841124,-0.4062226699925588
D,-0.04672211154942992,0.2245285731060607,-0.4085097512560376
PEG,-0.057474869665008345,0.24951980171923635,-0.4106883259722798
ITW,-0.06347343600646417,0.2637080145997106,-0.4113391706016932
CTVA,-0.10659349858756438,0.36793421225940853,-0.4120125107601704
ETR,-0.05810034067841216,0.24998057185835407,-0.4124334139727934
ADP,-0.061228866558337806,0.25736265538617753,-0.41275944405741144
ESS,-0.07511001049492463,0.290807894008847,-0.4130218366468093
WTW,-0.05913710053260904,0.25130113887100997,-0.4143916776519721
LHX,-0.0882719067552829,0.3213533777835432,-0.41472072792417325
LLY,-0.06933829858714016,0.2751849897632037,-0.41549613111357603
AJG,-0.07837746430980794,0.2966355529976654,-0.41592271412853515
GPN,-0.09416883566503671,0.3343086845873879,-0.4162884246839186
ETN,-0.07976145960404034,0.29924301189219027,-0.4169235525840408
HLT,-0.0791390019272004,0.2968922384289245,-0.41812814839522683
BCE,-0.06457650188276463,0.2619215630362734,-0.4183561697346371
WPM,-0.1145856413768258,0.38092172524016743,-0.41894602172193934
O,-0.08184232342369449,0.3024031764046265,-0.4194477218518857
LKQ,-0.10728173790869125,0.3622495824579127,-0.42037795288938345
SBUX,-0.09661966006011519,0.33590324917248005,-0.42160848520818006
NI,-0.06181035420910665,0.25091411198726515,-0.4256849220761552
SHOP,-0.21155610923509224,0.6015192992641799,-0.4265135126153549
APH,-0.10306495990220992,0.3470003122994864,-0.42669978859966884
KMB,-0.045178905379856124,0.21041955454855613,-0.4285671337596457
DLR,-0.0984753240325775,0.3345300551764692,-0.4288861996477186
ROST,-0.1060935929600157,0.35167944387205796,-0.4296344173445179
MCK,-0.0874869716252521,0.30759646478031816,-0.43071682153393
EFX,-0.07836080405556613,0.2842070237016483,-0.43405262279888784
FAST,-0.09951599716811318,0.33189209230734423,-0.43543067315471345
RMD,-0.1100802666623386,0.35507798878001146,-0.4367498734437706
PM,-0.05929724802194657,0.23873705210909468,-0.43687080451293453
LH,-0.09481985495123343,0.31882896121723325,-0.43854188909760794
SPGI,-0.08705447635215859,0.3002983548747945,-0.439744255033355
BIO,-0.09495896300802326,0.31813635169524374,-0.43993389080571293
TSLA,-0.2088772874691994,0.5721431385367609,-0.44373037159631595
ES,-0.05543792100648264,0.22595948766402713,-0.4444952590608675
MAA,-0.08827379019519485,0.29966575665249806,-0.44474147358032434
DGX,-0.08987091091031761,0.3027935498789112,-0.44542200771533347
JBHT,-0.1140352304289865,0.3558276061284449,-0.4469446093836203
